DATAFLOW,LAST UPDATE,freq,unit,sex,indic_he,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Iceland,2014,84.5,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Iceland,2015,83.8,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Iceland,2016,84.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Iceland,2017,84.3,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Iceland,2018,84.5,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Iceland,2019,84.7,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Iceland,2020,84.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Iceland,2021,84.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Iceland,2022,83.4,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Iceland,2023,84.3,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Italy,2012,84.8,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Italy,2013,85.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Italy,2014,85.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Italy,2015,84.9,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Italy,2016,85.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Italy,2017,85.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Italy,2018,85.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Italy,2019,85.8,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Italy,2020,84.5,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Italy,2021,84.9,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Italy,2022,84.8,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Italy,2023,85.4,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Lithuania,2012,79.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Lithuania,2013,79.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Lithuania,2014,80.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Lithuania,2015,79.7,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Lithuania,2016,80.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Lithuania,2017,80.5,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Lithuania,2018,80.7,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Lithuania,2019,81.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Lithuania,2020,80.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Lithuania,2021,78.8,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Lithuania,2022,80.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Lithuania,2023,81.9,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Luxembourg,2012,83.8,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Luxembourg,2013,83.9,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Luxembourg,2014,85.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Luxembourg,2015,84.7,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Luxembourg,2016,85.4,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Luxembourg,2017,84.4,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Luxembourg,2018,84.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Luxembourg,2019,85.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Luxembourg,2020,84.5,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Luxembourg,2021,84.8,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Luxembourg,2022,85.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Latvia,2012,78.9,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Latvia,2013,78.9,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Latvia,2014,79.4,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Latvia,2015,79.5,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Latvia,2016,79.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Latvia,2017,79.7,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Latvia,2018,79.7,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Latvia,2019,80.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Latvia,2020,80.0,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Latvia,2021,78,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Latvia,2022,79.4,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Latvia,2023,80.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Malta,2012,83.0,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Malta,2013,84.0,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Malta,2014,84.3,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Malta,2015,84.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Malta,2016,84.4,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Malta,2017,84.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Malta,2018,84.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Malta,2019,84.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Malta,2020,84.5,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Malta,2021,84.3,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Malta,2022,84.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Malta,2023,85.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Netherlands,2012,83.0,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Netherlands,2013,83.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Netherlands,2014,83.5,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Netherlands,2015,83.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Netherlands,2016,83.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Netherlands,2017,83.4,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Netherlands,2018,83.4,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Netherlands,2019,83.7,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Netherlands,2020,83.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Netherlands,2021,83,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Netherlands,2022,83.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Netherlands,2023,83.4,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Norway,2012,83.5,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Norway,2013,83.8,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Norway,2014,84.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Norway,2015,84.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Norway,2016,84.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Norway,2017,84.3,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Norway,2018,84.5,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Norway,2019,84.7,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Norway,2020,84.9,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Norway,2021,84.7,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Norway,2022,84.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Norway,2023,84.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Poland,2012,81.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Poland,2013,81.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Poland,2014,81.7,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Poland,2015,81.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Poland,2016,82.0,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Poland,2017,81.8,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Poland,2018,81.7,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Poland,2019,81.9,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Poland,2020,80.7,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Poland,2021,79.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Poland,2022,81.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Poland,2023,82.1,ep,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Portugal,2012,83.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Portugal,2013,84.0,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Portugal,2014,84.4,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Portugal,2015,84.3,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Portugal,2016,84.3,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Portugal,2017,84.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Portugal,2018,84.5,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Portugal,2019,84.8,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Portugal,2020,84.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Portugal,2021,84.4,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Portugal,2022,84.5,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Portugal,2023,85.3,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Romania,2012,78.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Romania,2013,78.7,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Romania,2014,78.7,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Romania,2015,78.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Romania,2016,79.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Romania,2017,79.0,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Romania,2018,79.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Romania,2019,79.5,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Romania,2020,78.3,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Romania,2021,76.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Romania,2022,79.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Romania,2023,80.4,e,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Sweden,2013,83.8,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Sweden,2014,84.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Sweden,2015,84.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Sweden,2016,84.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Sweden,2017,84.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Sweden,2018,84.3,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Sweden,2019,84.8,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Sweden,2020,84.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Sweden,2021,84.9,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Sweden,2022,84.8,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Sweden,2023,85.0,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Slovenia,2012,83.3,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Slovenia,2013,83.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Slovenia,2014,84.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Slovenia,2015,83.9,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Slovenia,2016,84.3,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Slovenia,2017,84.0,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Slovenia,2018,84.4,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Slovenia,2019,84.5,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Slovenia,2020,83.4,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Slovenia,2021,83.8,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Slovenia,2022,84.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Slovenia,2023,84.9,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Slovakia,2012,79.9,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Slovakia,2013,80.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Slovakia,2014,80.5,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Slovakia,2015,80.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Slovakia,2016,80.7,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Slovakia,2017,80.7,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Slovakia,2018,80.8,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Slovakia,2019,81.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Slovakia,2020,80.4,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Slovakia,2021,78.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Slovakia,2022,80.5,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,Slovakia,2023,81.5,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,United Kingdom,2012,82.8,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,United Kingdom,2013,82.9,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,United Kingdom,2014,83.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,United Kingdom,2015,82.8,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,United Kingdom,2016,83.0,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,United Kingdom,2017,83.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Females,Life expectancy in absolute value at birth,United Kingdom,2018,83.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Austria,2012,78.4,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Austria,2013,78.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Austria,2014,79.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Austria,2015,78.8,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Austria,2016,79.3,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Austria,2017,79.4,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Austria,2018,79.4,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Austria,2019,79.7,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Austria,2020,78.9,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Austria,2021,78.8,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Austria,2022,79.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Austria,2023,79.5,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Belgium,2012,77.8,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Belgium,2013,78.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Belgium,2014,78.8,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Belgium,2015,78.7,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Belgium,2016,79.0,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Belgium,2017,79.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Belgium,2018,79.4,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Belgium,2019,79.8,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Belgium,2020,78.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Belgium,2021,79.4,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Belgium,2022,79.7,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Belgium,2023,80.4,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Bulgaria,2012,70.9,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Bulgaria,2013,71.3,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Bulgaria,2014,71.1,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Bulgaria,2015,71.2,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Bulgaria,2016,71.3,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Bulgaria,2017,71.4,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Bulgaria,2018,71.5,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Bulgaria,2019,71.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Bulgaria,2020,70.0,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Bulgaria,2021,68,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Bulgaria,2022,70.6,,
ESTAT:TPS00208(1.0),04/07/25 23:00:00,Annual,Year,Males,Life expectancy in absolute value at birth,Bulgaria,2023,72.0,,
