DATAFLOW,LAST UPDATE,freq,unit,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Ireland,2016,1432.7,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Ireland,2017,1422.5,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Ireland,2018,1597.8,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Ireland,2019,1597.8,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Ireland,2020,1871.8,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Ireland,2021,2022.0,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Ireland,2022,2368.8,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Iceland,2012,18492.2,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Iceland,2013,19269.6,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Iceland,2014,21572.1,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Iceland,2015,22727.3,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Iceland,2016,23754.2,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Iceland,2017,26760.3,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Iceland,2018,30269.2,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Iceland,2019,31344.0,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Iceland,2020,33544.5,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Iceland,2021,36104.5,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Iceland,2022,39712.1,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Italy,2012,11533.5,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Italy,2013,11161.2,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Italy,2014,11168.8,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Italy,2015,11617.8,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Italy,2016,10793.3,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Italy,2017,11689.5,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Italy,2018,11975.5,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Italy,2019,12320.4,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Italy,2020,10764.2,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Italy,2021,11163.8,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Italy,2022,11691.3,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Italy,2023,12821.0,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Lithuania,2012,421.4,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Lithuania,2013,409.7,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Lithuania,2014,413.1,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Lithuania,2015,400.7,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Lithuania,2016,423.1,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Lithuania,2017,428.6,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Lithuania,2018,457.1,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Lithuania,2019,502.0,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Lithuania,2020,571.4,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Lithuania,2021,613.0,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Lithuania,2022,780.5,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Luxembourg,2012,382.0,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Luxembourg,2013,371.8,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Luxembourg,2014,402.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Luxembourg,2015,394.8,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Luxembourg,2016,400.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Luxembourg,2017,419.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Luxembourg,2018,438.5,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Luxembourg,2019,478.8,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Luxembourg,2020,519.8,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Luxembourg,2021,567.1,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Luxembourg,2022,609.1,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Latvia,2012,197.0,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Latvia,2013,160.4,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Latvia,2014,176.4,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Latvia,2015,183.4,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Latvia,2016,176.1,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Latvia,2017,169.4,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Latvia,2018,174.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Latvia,2019,190.2,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Latvia,2020,194.6,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Latvia,2021,208.8,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Latvia,2022,228.8,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Malta,2012,52.6,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Malta,2013,58.3,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Malta,2014,54.7,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Malta,2015,67.3,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Malta,2016,88.8,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Malta,2017,89.5,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Malta,2018,103.0,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Malta,2019,111.2,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Malta,2020,127.4,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Malta,2021,136.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Malta,2022,127.1,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Netherlands,2012,7653.2,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Netherlands,2013,8049.8,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Netherlands,2014,7854.7,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Netherlands,2015,8067.4,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Netherlands,2016,8250.3,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Netherlands,2017,8219.2,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Netherlands,2018,8470.3,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Netherlands,2019,8598.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Netherlands,2020,8670.8,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Netherlands,2021,9438.8,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Netherlands,2022,10060.6,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Norway,2012,22663.4,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Norway,2013,24166.1,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Norway,2014,24587.2,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Norway,2015,26461.0,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Norway,2016,26975.0,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Norway,2017,27092.0,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Norway,2018,29419.5,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Norway,2019,30935.4,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Norway,2020,31608.5,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Norway,2021,33241.6,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Norway,2022,34463.7,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Poland,2012,12771.3,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Poland,2013,13111.4,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Poland,2014,12994.5,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Poland,2015,12729.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Poland,2016,12909.1,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Poland,2017,12794.0,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Poland,2018,14505.1,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Poland,2019,18925.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Poland,2020,23099.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Poland,2021,24755.1,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Poland,2022,27981.5,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Poland,2023,30772.0,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Portugal,2012,1960.5,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Portugal,2013,2096.6,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Portugal,2014,2027.8,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Portugal,2015,1956.3,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Portugal,2016,2085.4,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Portugal,2017,2220.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Portugal,2018,2189.2,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Portugal,2019,2249.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Portugal,2020,2164.2,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Portugal,2021,2324.1,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Portugal,2022,2492.5,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Romania,2012,2895.7,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Romania,2013,3361.6,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Romania,2014,4291.1,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Romania,2015,4610.0,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Romania,2016,4550.6,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Romania,2017,5294.4,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Romania,2018,6257.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Romania,2019,8065.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Romania,2020,8072.8,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Romania,2021,8443.5,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Romania,2022,10477.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Serbia,2013,75813.0,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Serbia,2014,75067.0,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Serbia,2015,72740.1,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Serbia,2017,79998.1,d,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Serbia,2019,90691.5,d,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Serbia,2020,90466.3,d,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Serbia,2021,98584.7,d,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Serbia,2022,110616.0,d,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Sweden,2012,30926.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Sweden,2013,31328.5,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Sweden,2014,32614.2,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Sweden,2015,34827.7,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Sweden,2016,38441.4,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Sweden,2017,41569.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Sweden,2018,44210.7,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Sweden,2019,45601.2,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Sweden,2020,47405.0,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Sweden,2021,49375.8,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Sweden,2022,52888.3,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Slovenia,2012,304.8,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Slovenia,2013,294.1,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Slovenia,2014,300.4,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Slovenia,2015,288.7,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Slovenia,2016,313.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Slovenia,2017,313.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Slovenia,2018,350.1,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Slovenia,2019,366.7,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Slovenia,2020,359.6,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Slovenia,2021,419.2,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Slovenia,2022,446.2,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Slovenia,2023,482.5,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Slovakia,2013,667.6,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Slovakia,2014,694.6,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Slovakia,2015,687.1,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Slovakia,2016,696.6,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Slovakia,2017,755.6,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Slovakia,2018,826.7,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Slovakia,2019,946.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Slovakia,2020,1055.4,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Slovakia,2021,1106.4,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Slovakia,2022,1156.3,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Türkiye,2012,14644.7,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Türkiye,2013,16683.0,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Türkiye,2014,16315.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Türkiye,2015,18012.8,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Türkiye,2016,21968.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Türkiye,2017,23722.1,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Türkiye,2018,28261.3,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Türkiye,2019,37135.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Türkiye,2020,35667.8,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Türkiye,2021,47549.4,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,Türkiye,2022,87248.2,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,United Kingdom,2012,15061.2,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,United Kingdom,2013,17765.5,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,United Kingdom,2014,17281.1,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,United Kingdom,2015,15752.0,b,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,United Kingdom,2016,15979.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,United Kingdom,2017,15979.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,United Kingdom,2018,17634.2,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,United Kingdom,2019,18620.2,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Lower secondary education,United Kingdom,2020,19920.9,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Austria,2012,1126.1,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Austria,2013,1118.0,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Austria,2014,1102.7,,
ESTAT:EDUC_UOE_FINE04(1.0),01/04/26 23:00:00,Annual,Million units of national currency,Upper secondary and post-secondary non-tertiary education - general (levels 34 and 44),Austria,2015,1130.4,,
