Cluster,EU_Quality_of_Life_Index,Economic_Subindex,Health_Subindex,Education_Subindex,Employment_Subindex,Wellbeing_Subindex
0,0.6007238942634044,0.3446985446985447,0.7410104688211199,0.49858706646448536,0.8100961538461539,0.7428480610298791
1,0.5306189226907124,0.15315315315315317,0.8786982248520712,0.7166507421867011,0.359375,0.4669421487603305
2,0.2867199780433618,0.06621621621621622,0.1967455621301777,0.28766819930861,0.67578125,0.47933884297520657
